_dt_AverageTemperature
128759_1756-07-01_17.452
128760_1756-08-01_15.723
128761_1756-09-01_14.602
128762_1756-10-01_9.145
128763_1756-11-01_4.155
128764_1756-12-01_1.0060000000000002
128765_1757-01-01_0.3700000000000001
128766_1757-02-01_3.554
128767_1757-03-01_5.146000000000001
128768_1757-04-01_8.607999999999999
128769_1757-05-01_11.604
128770_1757-06-01_15.983
128771_1757-07-01_19.814
128772_1757-08-01_16.868000000000002
128773_1757-09-01_13.629
128774_1757-10-01_6.846
128775_1757-11-01_6.721
128776_1757-12-01_2.914
128777_1758-01-01_0.282
128778_1758-02-01_3.531
128779_1758-03-01_5.590000000000002
128780_1758-04-01_6.827000000000001
128781_1758-05-01_13.17
128782_1758-06-01_15.421
128783_1758-07-01_15.000000000000002
128784_1758-08-01_16.448
128785_1758-09-01_12.452
128786_1758-10-01_7.874
128787_1758-11-01_5.8260000000000005
128788_1758-12-01_3.834
128789_1759-01-01_5.355
128790_1759-02-01_5.972
128791_1759-03-01_6.4430000000000005
128792_1759-04-01_8.231
128793_1759-05-01_11.332
128794_1759-06-01_15.569
128795_1759-07-01_18.394
128796_1759-08-01_17.027
128797_1759-09-01_14.024
128798_1759-10-01_10.643
128799_1759-11-01_3.784
128800_1759-12-01_0.8580000000000001
128801_1760-01-01_0.4700000000000002
128802_1760-02-01_3.133
128803_1760-03-01_4.343999999999999
128804_1760-04-01_8.600999999999999
128805_1760-05-01_11.46
128806_1760-06-01_15.501
128807_1760-07-01_16.485000000000007
128808_1760-08-01_15.85
128809_1760-09-01_14.508
128810_1760-10-01_9.215
128811_1760-11-01_6.142
128812_1760-12-01_5.428999999999999
128813_1761-01-01_2.697
128814_1761-02-01_5.462999999999999
128815_1761-03-01_7.552
128816_1761-04-01_7.97
128817_1761-05-01_12.914
128818_1761-06-01_16.125
128819_1761-07-01_17.293000000000006
128820_1761-08-01_17.467000000000002
128821_1761-09-01_14.459
128822_1761-10-01_7.627999999999999
128823_1761-11-01_5.721
128824_1761-12-01_0.956
128825_1762-01-01_5.001
128826_1762-02-01_3.503
128827_1762-03-01_3.0810000000000004
128828_1762-04-01_10.272
128829_1762-05-01_12.508
128830_1762-06-01_15.107
128831_1762-07-01_17.347
128832_1762-08-01_14.958000000000002
128833_1762-09-01_13.284
128834_1762-10-01_6.871
128835_1762-11-01_4.621
128836_1762-12-01_1.3439999999999994
128837_1763-01-01_-1.1330000000000005
128838_1763-02-01_5.346
128839_1763-03-01_4.641
128840_1763-04-01_7.542000000000001
128841_1763-05-01_9.662
128842_1763-06-01_14.378
128843_1763-07-01_16.007
128844_1763-08-01_16.055
128845_1763-09-01_12.936
128846_1763-10-01_8.216000000000001
128847_1763-11-01_5.7860000000000005
128848_1763-12-01_5.547999999999999
128849_1764-01-01_4.96
128850_1764-02-01_4.954
128851_1764-03-01_4.573
128852_1764-04-01_7.435
128853_1764-05-01_12.759
128854_1764-06-01_14.084
128855_1764-07-01_16.933
128856_1764-08-01_15.62
128857_1764-09-01_12.283
128858_1764-10-01_8.345
128859_1764-11-01_5.037
128860_1764-12-01_2.729
128861_1765-01-01_5.0360000000000005
128862_1765-02-01_0.8939999999999997
128863_1765-03-01_6.238
128864_1765-04-01_8.345
128865_1765-05-01_11.418
128866_1765-06-01_14.515
128867_1765-07-01_15.365000000000002
128868_1765-08-01_16.220000000000002
128869_1765-09-01_13.558
128870_1765-10-01_9.912
128871_1765-11-01_4.307
128872_1765-12-01_1.6089999999999995
128873_1766-01-01_0.6410000000000005
128874_1766-02-01_2.389
128875_1766-03-01_4.824000000000002
128876_1766-04-01_8.815
128877_1766-05-01_10.313
128878_1766-06-01_14.656
128879_1766-07-01_16.352
128880_1766-08-01_16.912000000000006
128881_1766-09-01_14.277
128882_1766-10-01_9.745
128883_1766-11-01_6.957999999999999
128884_1766-12-01_2.963
128885_1767-01-01_-0.621
128886_1767-02-01_6.29
128887_1767-03-01_5.654000000000001
128888_1767-04-01_6.736000000000001
128889_1767-05-01_10.327
128890_1767-06-01_12.968
128891_1767-07-01_15.138000000000002
128892_1767-08-01_16.588
128893_1767-09-01_14.533
128894_1767-10-01_9.678
128895_1767-11-01_7.652
128896_1767-12-01_2.792
128897_1768-01-01_0.92
128898_1768-02-01_4.682
128899_1768-03-01_4.525
128900_1768-04-01_8.06
128901_1768-05-01_11.512
128902_1768-06-01_14.579
128903_1768-07-01_16.108
128904_1768-08-01_16.607000000000006
128905_1768-09-01_12.393
128906_1768-10-01_9.486
128907_1768-11-01_6.055
128908_1768-12-01_4.559
128909_1769-01-01_3.277
128910_1769-02-01_3.233
128911_1769-03-01_5.2360000000000015
128912_1769-04-01_7.968
128913_1769-05-01_11.251
128914_1769-06-01_13.358
128915_1769-07-01_16.442999999999998
128916_1769-08-01_15.683000000000002
128917_1769-09-01_13.472
128918_1769-10-01_7.401
128919_1769-11-01_6.214
128920_1769-12-01_4.979
128921_1770-01-01_3.563
128922_1770-02-01_4.65
128923_1770-03-01_3.265000000000001
128924_1770-04-01_5.877000000000001
128925_1770-05-01_10.672
128926_1770-06-01_13.71
128927_1770-07-01_16.131
128928_1770-08-01_16.854000000000006
128929_1770-09-01_14.784
128930_1770-10-01_8.836
128931_1770-11-01_5.555
128932_1770-12-01_4.492999999999999
128933_1771-01-01_1.1709999999999998
128934_1771-02-01_2.509
128935_1771-03-01_2.8350000000000004
128936_1771-04-01_5.191000000000002
128937_1771-05-01_12.956
128938_1771-06-01_14.554
128939_1771-07-01_16.559
128940_1771-08-01_15.479
128941_1771-09-01_12.96
128942_1771-10-01_9.747
128943_1771-11-01_5.744
128944_1771-12-01_5.702999999999999
128945_1772-01-01_1.0669999999999995
128946_1772-02-01_2.6180000000000003
128947_1772-03-01_4.6030000000000015
128948_1772-04-01_6.716
128949_1772-05-01_10.23
128950_1772-06-01_16.43
128951_1772-07-01_17.086000000000002
128952_1772-08-01_16.801000000000002
128953_1772-09-01_13.754
128954_1772-10-01_11.477
128955_1772-11-01_7.129
128956_1772-12-01_4.351
128957_1773-01-01_3.985
128958_1773-02-01_2.239
128959_1773-03-01_5.7
128960_1773-04-01_8.068999999999999
128961_1773-05-01_10.792
128962_1773-06-01_14.775
128963_1773-07-01_16.373
128964_1773-08-01_17.384
128965_1773-09-01_13.598
128966_1773-10-01_9.996
128967_1773-11-01_5.29
128968_1773-12-01_3.775
128969_1774-01-01_0.6819999999999999
128970_1774-02-01_3.911
128971_1774-03-01_6.045
128972_1774-04-01_8.501
128973_1774-05-01_12.147
128974_1774-06-01_15.508
128975_1774-07-01_16.549000000000003
128976_1774-08-01_17.203
128977_1774-09-01_12.85
128978_1774-10-01_9.546
128979_1774-11-01_3.891
128980_1774-12-01_2.421
128981_1775-01-01_4.047
128982_1775-02-01_6.141
128983_1775-03-01_6.0600000000000005
128984_1775-04-01_9.262
128985_1775-05-01_12.522
128986_1775-06-01_16.695999999999998
128987_1775-07-01_17.674000000000003
128988_1775-08-01_16.456
128989_1775-09-01_14.785
128990_1775-10-01_9.268
128991_1775-11-01_4.305
128992_1775-12-01_3.941
128993_1776-01-01_-2.4200000000000004
128994_1776-02-01_4.314
128995_1776-03-01_6.605
128996_1776-04-01_8.945
128997_1776-05-01_10.706
128998_1776-06-01_15.161
128999_1776-07-01_17.664
129000_1776-08-01_16.347
129001_1776-09-01_12.973
129002_1776-10-01_10.365
129003_1776-11-01_5.792999999999999
129004_1776-12-01_4.056
129005_1777-01-01_1.6669999999999998
129006_1777-02-01_1.962
129007_1777-03-01_6.4620000000000015
129008_1777-04-01_7.037000000000001
129009_1777-05-01_12.128
129010_1777-06-01_14.183
129011_1777-07-01_16.346
129012_1777-08-01_17.178
129013_1777-09-01_14.571
129014_1777-10-01_10.278
129015_1777-11-01_6.731
129016_1777-12-01_2.505
129017_1778-01-01_1.976
129018_1778-02-01_2.852
129019_1778-03-01_5.046
129020_1778-04-01_8.575
129021_1778-05-01_13.284
129022_1778-06-01_16.484
129023_1778-07-01_19.184
129024_1778-08-01_17.582
129025_1778-09-01_12.223
129026_1778-10-01_7.564
129027_1778-11-01_6.6480000000000015
129028_1778-12-01_6.221
129029_1779-01-01_1.954
129030_1779-02-01_7.337999999999999
129031_1779-03-01_7.8980000000000015
129032_1779-04-01_10.134
129033_1779-05-01_12.924
129034_1779-06-01_15.048
129035_1779-07-01_18.788
129036_1779-08-01_18.792
129037_1779-09-01_15.718
129038_1779-10-01_11.143
129039_1779-11-01_5.79
129040_1779-12-01_3.596
129041_1780-01-01_-0.8290000000000002
129042_1780-02-01_2.206
129043_1780-03-01_8.501000000000001
129044_1780-04-01_8.328
129045_1780-05-01_13.664
129046_1780-06-01_15.382
129047_1780-07-01_17.724
129048_1780-08-01_18.904
129049_1780-09-01_15.043
129050_1780-10-01_9.767
129051_1780-11-01_4.513
129052_1780-12-01_2.834
129053_1781-01-01_2.1
129054_1781-02-01_5.122999999999999
129055_1781-03-01_6.83
129056_1781-04-01_9.398
129057_1781-05-01_12.679
129058_1781-06-01_17.518
129059_1781-07-01_18.346
129060_1781-08-01_17.868000000000006
129061_1781-09-01_14.444
129062_1781-10-01_9.732
129063_1781-11-01_6.18
129064_1781-12-01_4.751
129065_1782-01-01_4.591
129066_1782-02-01_1.298
129067_1782-03-01_4.197
129068_1782-04-01_5.71
129069_1782-05-01_9.581
129070_1782-06-01_16.476
129071_1782-07-01_17.325000000000006
129072_1782-08-01_15.651000000000002
129073_1782-09-01_13.959
129074_1782-10-01_7.598000000000001
129075_1782-11-01_2.46
129076_1782-12-01_2.492
129077_1783-01-01_3.857
129078_1783-02-01_5.178999999999999
129079_1783-03-01_3.8450000000000006
129080_1783-04-01_9.965
129081_1783-05-01_11.371
129082_1783-06-01_16.086
129083_1783-07-01_20.081000000000003
129084_1783-08-01_17.352
129085_1783-09-01_13.902
129086_1783-10-01_9.82
129087_1783-11-01_6.354
129088_1783-12-01_1.861
129089_1784-01-01_-0.6000000000000001
129090_1784-02-01_0.94
129091_1784-03-01_2.922
129092_1784-04-01_6.11
129093_1784-05-01_14.29
129094_1784-06-01_15.343
129095_1784-07-01_16.914
129096_1784-08-01_15.196000000000002
129097_1784-09-01_14.943
129098_1784-10-01_7.213000000000001
129099_1784-11-01_5.739
129100_1784-12-01_0.4939999999999998
129101_1785-01-01_2.571
129102_1785-02-01_-0.0139999999999997
129103_1785-03-01_1.1080000000000003
129104_1785-04-01_7.847
129105_1785-05-01_11.626
129106_1785-06-01_16.192
129107_1785-07-01_17.172
129108_1785-08-01_15.032000000000002
129109_1785-09-01_14.667
129110_1785-10-01_8.787
129111_1785-11-01_5.609
129112_1785-12-01_1.903
129113_1786-01-01_3.196
129114_1786-02-01_3.176
129115_1786-03-01_1.7660000000000005
129116_1786-04-01_8.198
129117_1786-05-01_11.535
129118_1786-06-01_16.043
129119_1786-07-01_15.477000000000002
129120_1786-08-01_15.896
129121_1786-09-01_12.015999999999998
129122_1786-10-01_7.341000000000001
129123_1786-11-01_2.9250000000000003
129124_1786-12-01_2.596
129125_1787-01-01_2.643
129126_1787-02-01_5.519
129127_1787-03-01_7.1930000000000005
129128_1787-04-01_7.334
129129_1787-05-01_11.325
129130_1787-06-01_14.979
129131_1787-07-01_16.544
129132_1787-08-01_16.592000000000002
129133_1787-09-01_13.481
129134_1787-10-01_10.184
129135_1787-11-01_4.408
129136_1787-12-01_4.119
129137_1788-01-01_3.834
129138_1788-02-01_3.946
129139_1788-03-01_3.968
129140_1788-04-01_9.723
129141_1788-05-01_13.662
129142_1788-06-01_15.998
129143_1788-07-01_17.902
129144_1788-08-01_16.43
129145_1788-09-01_14.352
129146_1788-10-01_9.406
129147_1788-11-01_4.782
129148_1788-12-01_-1.3279999999999994
129149_1789-01-01_1.0130000000000003
129150_1789-02-01_4.992
129151_1789-03-01_1.5890000000000004
129152_1789-04-01_7.49
129153_1789-05-01_13.373
129154_1789-06-01_14.521
129155_1789-07-01_16.750999999999998
129156_1789-08-01_17.099
129157_1789-09-01_13.611
129158_1789-10-01_8.852
129159_1789-11-01_4.489
129160_1789-12-01_5.711
129161_1790-01-01_4.053999999999999
129162_1790-02-01_6.297000000000001
129163_1790-03-01_6.997999999999999
129164_1790-04-01_6.206
129165_1790-05-01_12.832
129166_1790-06-01_15.482
129167_1790-07-01_16.006
129168_1790-08-01_16.394000000000002
129169_1790-09-01_12.574000000000002
129170_1790-10-01_9.849
129171_1790-11-01_5.292999999999999
129172_1790-12-01_4.089
129173_1791-01-01_4.7860000000000005
129174_1791-02-01_4.434
129175_1791-03-01_6.348000000000001
129176_1791-04-01_10.064
129177_1791-05-01_11.140999999999998
129178_1791-06-01_14.861
129179_1791-07-01_16.477999999999998
129180_1791-08-01_17.244
129181_1791-09-01_14.092
129182_1791-10-01_8.796
129183_1791-11-01_5.16
129184_1791-12-01_1.6949999999999998
129185_1792-01-01_2.577
129186_1792-02-01_3.773
129187_1792-03-01_6.0840000000000005
129188_1792-04-01_10.522
129189_1792-05-01_10.937
129190_1792-06-01_14.075
129191_1792-07-01_16.69
129192_1792-08-01_17.587
129193_1792-09-01_12.398
129194_1792-10-01_9.351
129195_1792-11-01_6.433
129196_1792-12-01_4.328
129197_1793-01-01_2.363
129198_1793-02-01_5.057
129199_1793-03-01_4.816000000000002
129200_1793-04-01_6.517
129201_1793-05-01_11.079
129202_1793-06-01_14.22
129203_1793-07-01_18.99
129204_1793-08-01_16.559
129205_1793-09-01_12.656
129206_1793-10-01_11.531
129207_1793-11-01_6.142
129208_1793-12-01_5.12
129209_1794-01-01_1.679
129210_1794-02-01_6.772
129211_1794-03-01_7.552
129212_1794-04-01_10.664
129213_1794-05-01_11.272
129214_1794-06-01_15.857
129215_1794-07-01_19.237
129216_1794-08-01_16.254
129217_1794-09-01_12.818
129218_1794-10-01_9.33
129219_1794-11-01_6.268
129220_1794-12-01_2.296
129221_1795-01-01_-2.011000000000001
129222_1795-02-01_1.384
129223_1795-03-01_4.211
129224_1795-04-01_8.628
129225_1795-05-01_11.213
129226_1795-06-01_14.220999999999998
129227_1795-07-01_15.685000000000002
129228_1795-08-01_17.250999999999998
129229_1795-09-01_16.127
129230_1795-10-01_12.049
129231_1795-11-01_4.782
129232_1795-12-01_6.712999999999999
129233_1796-01-01_7.32
129234_1796-02-01_4.736000000000001
129235_1796-03-01_4.456
129236_1796-04-01_9.916
129237_1796-05-01_11.137
129238_1796-06-01_14.761
129239_1796-07-01_16.054000000000002
129240_1796-08-01_16.923000000000002
129241_1796-09-01_15.413
129242_1796-10-01_8.452
129243_1796-11-01_4.882
129244_1796-12-01_-0.0670000000000001
129245_1797-01-01_3.597
129246_1797-02-01_4.134
129247_1797-03-01_4.7170000000000005
129248_1797-04-01_8.277000000000001
129249_1797-05-01_12.618
129250_1797-06-01_14.050999999999998
129251_1797-07-01_18.357000000000006
129252_1797-08-01_16.738
129253_1797-09-01_13.329
129254_1797-10-01_8.707
129255_1797-11-01_5.718
129256_1797-12-01_5.194
129257_1798-01-01_3.908
129258_1798-02-01_4.25
129259_1798-03-01_5.340000000000002
129260_1798-04-01_10.435
129261_1798-05-01_12.899
129262_1798-06-01_16.914
129263_1798-07-01_17.081000000000003
129264_1798-08-01_17.201
129265_1798-09-01_14.005
129266_1798-10-01_9.922
129267_1798-11-01_4.727
129268_1798-12-01_1.2449999999999997
129269_1799-01-01_0.8639999999999999
129270_1799-02-01_2.585
129271_1799-03-01_3.2620000000000005
129272_1799-04-01_5.462000000000001
129273_1799-05-01_10.138
129274_1799-06-01_13.899
129275_1799-07-01_15.949000000000002
129276_1799-08-01_15.225
129277_1799-09-01_13.168
129278_1799-10-01_8.601
129279_1799-11-01_5.8
129280_1799-12-01_0.3029999999999999
129281_1800-01-01_2.624
129282_1800-02-01_1.865
129283_1800-03-01_3.617
129284_1800-04-01_9.801
129285_1800-05-01_13.087
129286_1800-06-01_13.207
129287_1800-07-01_17.236
129288_1800-08-01_17.727999999999998
129289_1800-09-01_14.427
129290_1800-10-01_9.107
129291_1800-11-01_5.8420000000000005
129292_1800-12-01_3.266
129293_1801-01-01_4.3260000000000005
129294_1801-02-01_3.735
129295_1801-03-01_6.8980000000000015
129296_1801-04-01_8.096
129297_1801-05-01_12.267
129298_1801-06-01_14.632
129299_1801-07-01_16.089000000000002
129300_1801-08-01_17.456
129301_1801-09-01_14.89
129302_1801-10-01_10.417
129303_1801-11-01_4.981
129304_1801-12-01_2.402
129305_1802-01-01_0.956
129306_1802-02-01_3.852
129307_1802-03-01_5.587999999999999
129308_1802-04-01_8.953
129309_1802-05-01_11.122
129310_1802-06-01_14.608
129311_1802-07-01_14.8
129312_1802-08-01_18.014000000000006
129313_1802-09-01_14.396
129314_1802-10-01_10.085
129315_1802-11-01_5.596
129316_1802-12-01_3.744
129317_1803-01-01_0.4539999999999997
129318_1803-02-01_2.082
129319_1803-03-01_5.585
129320_1803-04-01_9.182
129321_1803-05-01_10.265999999999998
129322_1803-06-01_13.944
129323_1803-07-01_17.900000000000006
129324_1803-08-01_16.590999999999998
129325_1803-09-01_11.473
129326_1803-10-01_8.933
129327_1803-11-01_5.096
129328_1803-12-01_4.002
129329_1804-01-01_5.737
129330_1804-02-01_2.69
129331_1804-03-01_4.5520000000000005
129332_1804-04-01_6.462000000000001
129333_1804-05-01_13.529000000000002
129334_1804-06-01_16.039
129335_1804-07-01_15.959
129336_1804-08-01_15.741
129337_1804-09-01_14.842
129338_1804-10-01_10.074
129339_1804-11-01_5.707000000000001
129340_1804-12-01_1.088
129341_1805-01-01_1.0740000000000005
129342_1805-02-01_3.317
129343_1805-03-01_5.626
129344_1805-04-01_7.371
129345_1805-05-01_10.194
129346_1805-06-01_13.118
129347_1805-07-01_15.756000000000002
129348_1805-08-01_16.547
129349_1805-09-01_14.733
129350_1805-10-01_7.6
129351_1805-11-01_4.037
129352_1805-12-01_3.329
129353_1806-01-01_4.065
129354_1806-02-01_4.676
129355_1806-03-01_4.827
129356_1806-04-01_6.049
129357_1806-05-01_12.863
129358_1806-06-01_15.126
129359_1806-07-01_16.315
129360_1806-08-01_16.445999999999998
129361_1806-09-01_13.885
129362_1806-10-01_9.651
129363_1806-11-01_7.588999999999999
129364_1806-12-01_6.936
129365_1807-01-01_2.573
129366_1807-02-01_4.063
129367_1807-03-01_2.7070000000000003
129368_1807-04-01_7.377999999999999
129369_1807-05-01_12.553
129370_1807-06-01_14.289
129371_1807-07-01_17.964000000000006
129372_1807-08-01_18.161
129373_1807-09-01_11.714
129374_1807-10-01_10.937
129375_1807-11-01_3.594
129376_1807-12-01_2.41
129377_1808-01-01_2.404
129378_1808-02-01_2.513
129379_1808-03-01_2.897
129380_1808-04-01_5.82
129381_1808-05-01_14.355
129382_1808-06-01_14.726
129383_1808-07-01_18.984
129384_1808-08-01_17.351000000000006
129385_1808-09-01_13.155
129386_1808-10-01_7.364
129387_1808-11-01_5.82
129388_1808-12-01_1.5869999999999995
129389_1809-01-01_1.336
129390_1809-02-01_6.228999999999999
129391_1809-03-01_5.877000000000002
129392_1809-04-01_5.132999999999999
129393_1809-05-01_13.358
129394_1809-06-01_13.988
129395_1809-07-01_15.545000000000002
129396_1809-08-01_15.72
129397_1809-09-01_12.956
129398_1809-10-01_9.303
129399_1809-11-01_4.2860000000000005
129400_1809-12-01_4.188
129401_1810-01-01_1.012
129402_1810-02-01_2.888
129403_1810-03-01_5.284000000000002
129404_1810-04-01_8.08
129405_1810-05-01_9.839
129406_1810-06-01_14.607
129407_1810-07-01_15.943
129408_1810-08-01_15.934
129409_1810-09-01_14.77
129410_1810-10-01_9.606
129411_1810-11-01_5.769
129412_1810-12-01_3.866
129413_1811-01-01_0.4180000000000001
129414_1811-02-01_4.808
129415_1811-03-01_7.194000000000001
129416_1811-04-01_9.321
129417_1811-05-01_13.92
129418_1811-06-01_15.394
129419_1811-07-01_16.882
129420_1811-08-01_15.566
129421_1811-09-01_14.105
129422_1811-10-01_12.28
129423_1811-11-01_7.666
129424_1811-12-01_3.699
129425_1812-01-01_2.497
129426_1812-02-01_5.465
129427_1812-03-01_3.996
129428_1812-04-01_5.756
129429_1812-05-01_12.125
129430_1812-06-01_13.95
129431_1812-07-01_15.116
129432_1812-08-01_15.366
129433_1812-09-01_13.623
129434_1812-10-01_9.69
129435_1812-11-01_4.524
129436_1812-12-01_0.8929999999999998
129437_1813-01-01_1.551
129438_1813-02-01_5.662000000000001
129439_1813-03-01_6.3260000000000005
129440_1813-04-01_8.039
129441_1813-05-01_12.568
129442_1813-06-01_14.407
129443_1813-07-01_16.319000000000006
129444_1813-08-01_15.727
129445_1813-09-01_13.195
129446_1813-10-01_8.471
129447_1813-11-01_4.66
129448_1813-12-01_2.672
129449_1814-01-01_-2.415
129450_1814-02-01_0.2989999999999995
129451_1814-03-01_2.4850000000000003
129452_1814-04-01_9.395
129453_1814-05-01_9.77
129454_1814-06-01_13.175999999999998
129455_1814-07-01_16.917
129456_1814-08-01_15.621
129457_1814-09-01_13.224
129458_1814-10-01_7.922999999999999
129459_1814-11-01_4.772
129460_1814-12-01_3.985
129461_1815-01-01_-0.5269999999999997
129462_1815-02-01_5.557
129463_1815-03-01_7.053999999999999
129464_1815-04-01_7.906000000000001
129465_1815-05-01_12.71
129466_1815-06-01_14.646
129467_1815-07-01_15.524
129468_1815-08-01_15.943
129469_1815-09-01_13.542
129470_1815-10-01_9.816
129471_1815-11-01_3.824
129472_1815-12-01_1.94
129473_1816-01-01_2.478
129474_1816-02-01_1.822
129475_1816-03-01_4.085000000000001
129476_1816-04-01_6.972
129477_1816-05-01_10.202
129478_1816-06-01_13.158
129479_1816-07-01_14.553
129480_1816-08-01_14.217
129481_1816-09-01_12.428999999999998
129482_1816-10-01_9.482
129483_1816-11-01_3.61
129484_1816-12-01_2.763
129485_1817-01-01_4.3870000000000005
129486_1817-02-01_6.12
129487_1817-03-01_5.155
129488_1817-04-01_6.171
129489_1817-05-01_9.719
129490_1817-06-01_15.681
129491_1817-07-01_15.090000000000002
129492_1817-08-01_14.487000000000002
129493_1817-09-01_14.23
129494_1817-10-01_6.2860000000000005
129495_1817-11-01_8.117
129496_1817-12-01_1.938
129497_1818-01-01_4.122
129498_1818-02-01_2.595
129499_1818-03-01_4.617000000000001
129500_1818-04-01_7.49
129501_1818-05-01_11.651
129502_1818-06-01_16.956
129503_1818-07-01_18.877
129504_1818-08-01_16.457
129505_1818-09-01_13.943
129506_1818-10-01_10.767
129507_1818-11-01_8.422
129508_1818-12-01_2.648
129509_1819-01-01_4.267
129510_1819-02-01_4.136
129511_1819-03-01_5.944000000000001
129512_1819-04-01_8.748
129513_1819-05-01_12.587
129514_1819-06-01_14.56
129515_1819-07-01_17.6
129516_1819-08-01_18.268
129517_1819-09-01_14.303999999999998
129518_1819-10-01_8.932
129519_1819-11-01_3.995
129520_1819-12-01_1.6719999999999997
129521_1820-01-01_-0.7000000000000002
129522_1820-02-01_3.0980000000000003
129523_1820-03-01_4.34
129524_1820-04-01_9.166
129525_1820-05-01_12.061
129526_1820-06-01_13.938
129527_1820-07-01_16.373
129528_1820-08-01_16.125
129529_1820-09-01_12.725
129530_1820-10-01_8.001000000000001
129531_1820-11-01_4.634
129532_1820-12-01_3.556
129533_1821-01-01_3.062
129534_1821-02-01_2.06
129535_1821-03-01_5.827999999999999
129536_1821-04-01_10.035
129537_1821-05-01_10.124
129538_1821-06-01_12.923
129539_1821-07-01_15.273
129540_1821-08-01_16.723000000000006
129541_1821-09-01_15.112
129542_1821-10-01_9.906
129543_1821-11-01_8.203
129544_1821-12-01_6.324
129545_1822-01-01_4.2620000000000005
129546_1822-02-01_6.093999999999999
129547_1822-03-01_8.199
129548_1822-04-01_8.634
129549_1822-05-01_13.535
129550_1822-06-01_17.589000000000002
129551_1822-07-01_16.859
129552_1822-08-01_16.366
